,endTime,artistName,trackName,msPlayed,UniqueID,In Library,album,track_uri,genres
22406,2022-08-01 12:42,Miki Matsubara,Jazzy Night,231760,Miki Matsubara:Jazzy Night,0,,,classic city pop
22407,2022-08-01 12:46,Miki Matsubara,10cm Heel,241640,Miki Matsubara:10cm Heel,0,,,classic city pop
22408,2022-08-01 12:51,Miki Matsubara,Rainy Day Woman,307226,Miki Matsubara:Rainy Day Woman,0,,,classic city pop
22409,2022-08-01 12:55,Night Tempo,Niito na Gogosanji - Night Tempo Showa Groove Mix,238760,Night Tempo:Niito na Gogosanji - Night Tempo Showa Groove Mix,0,,,classic city pop
22410,2022-08-01 12:55,Night Tempo,Niito na Gogosanji - Night Tempo Showa Groove Mix,238760,Night Tempo:Niito na Gogosanji - Night Tempo Showa Groove Mix,0,,,denpa-kei
22411,2022-08-01 12:55,Night Tempo,Niito na Gogosanji - Night Tempo Showa Groove Mix,238760,Night Tempo:Niito na Gogosanji - Night Tempo Showa Groove Mix,0,,,future funk
22412,2022-08-01 13:00,Miki Matsubara,Calendrier,253693,Miki Matsubara:Calendrier,0,,,classic city pop
22413,2022-08-01 13:05,Miki Matsubara,Hello Walls,298480,Miki Matsubara:Hello Walls,0,,,classic city pop
22414,2022-08-01 13:09,Miki Matsubara,Mind Game,238546,Miki Matsubara:Mind Game,0,,,classic city pop
22415,2022-08-01 13:12,Miki Matsubara,Ballerina,193346,Miki Matsubara:Ballerina,0,,,classic city pop
22416,2022-08-01 13:17,Miki Matsubara,- Cupid -,325093,Miki Matsubara:- Cupid -,0,,,classic city pop
22417,2022-08-01 13:22,Miki Matsubara,Aitsu no Brown Shoes,267720,Miki Matsubara:Aitsu no Brown Shoes,0,,,classic city pop
